,0,1,2,3,4,5,6,7,8,board_str,value
1270,X,X,O,,X,,,,O,"X,X,O,,X,,,,O",0.5
1271,X,O,O,,X,X,,,,"X,O,O,,X,X,,,",0.5
1272,,,,X,X,O,X,O,,",,,X,X,O,X,O,",0.5
1273,,X,X,O,O,,X,,,",X,X,O,O,,X,,",0.5
1274,X,,,X,O,,,O,X,"X,,,X,O,,,O,X",0.5
1275,O,,,X,O,X,,,X,"O,,,X,O,X,,,X",0.5
1276,X,X,X,,O,O,,,,"X,X,X,,O,O,,,",1.0
1277,,,,X,X,X,O,O,,",,,X,X,X,O,O,",1.0
1278,O,X,,O,,X,,X,,"O,X,,O,,X,,X,",0.5
1279,,,X,,O,X,O,X,,",,X,,O,X,O,X,",0.5
1280,,O,X,X,O,,X,,,",O,X,X,O,,X,,",0.5
1281,O,X,,,,O,,X,X,"O,X,,,,O,,X,X",0.5
1282,X,,X,,O,X,,,O,"X,,X,,O,X,,,O",0.5
1283,X,O,,,,X,,X,O,"X,O,,,,X,,X,O",0.5
1284,O,,O,X,,X,,,X,"O,,O,X,,X,,,X",0.5
1285,O,,O,,,X,X,,X,"O,,O,,,X,X,,X",0.5
1286,,O,X,,,,O,X,X,",O,X,,,,O,X,X",0.5
1287,,,,X,X,X,O,,O,",,,X,X,X,O,,O",1.0
1288,,O,,,,X,X,O,X,",O,,,,X,X,O,X",0.5
1289,,X,,O,X,X,,,O,",X,,O,X,X,,,O",0.5
1290,O,O,,,X,,X,,X,"O,O,,,X,,X,,X",0.5
1291,,O,X,X,,,O,,X,",O,X,X,,,O,,X",0.5
1292,X,X,O,,,,O,X,,"X,X,O,,,,O,X,",0.5
1293,X,O,,X,,X,,O,,"X,O,,X,,X,,O,",0.5
1294,,X,X,,,,X,O,O,",X,X,,,,X,O,O",0.5
1295,O,,X,X,,,O,X,,"O,,X,X,,,O,X,",0.5
1296,O,X,,,,X,O,,X,"O,X,,,,X,O,,X",0.5
1297,O,X,X,,,,O,,X,"O,X,X,,,,O,,X",0.5
1298,,O,,X,,,X,X,O,",O,,X,,,X,X,O",0.5
1299,,,O,X,,X,X,O,,",,O,X,,X,X,O,",0.5
1300,X,O,X,,X,O,,,,"X,O,X,,X,O,,,",0.5
1301,X,,,O,,O,,X,X,"X,,,O,,O,,X,X",0.5
1302,,X,O,X,,O,X,,,",X,O,X,,O,X,,",0.5
1303,O,X,X,,,O,,X,,"O,X,X,,,O,,X,",0.5
1304,,X,,,,X,X,O,O,",X,,,,X,X,O,O",0.5
1305,,X,X,,O,O,X,,,",X,X,,O,O,X,,",0.5
1306,X,,X,,,,O,O,X,"X,,X,,,,O,O,X",0.5
1307,X,,O,O,,,X,X,,"X,,O,O,,,X,X,",0.5
1308,O,O,X,,X,,X,,,"O,O,X,,X,,X,,",1.0
1309,O,O,,,,X,X,X,,"O,O,,,,X,X,X,",0.5
1310,,O,X,O,,,X,,X,",O,X,O,,,X,,X",0.5
1311,X,X,,,X,O,,O,,"X,X,,,X,O,,O,",0.5
1312,X,,,O,,X,X,O,,"X,,,O,,X,X,O,",0.5
1313,,,O,X,,X,X,,O,",,O,X,,X,X,,O",0.5
1314,X,,,O,X,O,,X,,"X,,,O,X,O,,X,",0.5
1315,X,,,,X,X,O,O,,"X,,,,X,X,O,O,",0.5
1316,,X,O,,,X,O,,X,",X,O,,,X,O,,X",0.5
1317,,O,,X,X,,X,,O,",O,,X,X,,X,,O",0.5
1318,X,X,O,O,,X,,,,"X,X,O,O,,X,,,",0.5
1319,,X,O,O,X,,X,,,",X,O,O,X,,X,,",0.5
1320,O,,X,X,O,,,X,,"O,,X,X,O,,,X,",0.5
1321,,,X,O,O,X,,X,,",,X,O,O,X,,X,",0.5
1322,,,X,X,O,,,X,O,",,X,X,O,,,X,O",0.5
1323,,,O,X,,,X,O,X,",,O,X,,,X,O,X",0.5
1324,X,,,X,,,X,O,O,"X,,,X,,,X,O,O",1.0
1325,X,,,,X,O,O,,X,"X,,,,X,O,O,,X",1.0
1326,X,X,O,,,X,O,,,"X,X,O,,,X,O,,",0.5
1327,,,X,O,O,,,X,X,",,X,O,O,,,X,X",0.5
1328,X,O,O,,,,X,X,,"X,O,O,,,,X,X,",0.5
1329,X,X,,,O,,O,,X,"X,X,,,O,,O,,X",0.5
1330,X,X,,O,O,X,,,,"X,X,,O,O,X,,,",0.5
1331,X,,O,X,,,O,X,,"X,,O,X,,,O,X,",0.5
1332,X,O,,X,X,,O,,,"X,O,,X,X,,O,,",0.5
1333,X,O,X,,,X,,,O,"X,O,X,,,X,,,O",0.5
1334,X,O,,O,,X,X,,,"X,O,,O,,X,X,,",0.5
1335,X,O,,X,X,O,,,,"X,O,,X,X,O,,,",0.5
1336,X,,O,,,,X,O,X,"X,,O,,,,X,O,X",0.5
1337,,X,,O,O,,X,,X,",X,,O,O,,X,,X",0.5
1338,,X,O,,O,X,X,,,",X,O,,O,X,X,,",0.5
1339,X,O,,,X,,,X,O,"X,O,,,X,,,X,O",0.5
1340,O,,O,,X,X,,X,,"O,,O,,X,X,,X,",0.5
1341,,,O,,,X,O,X,X,",,O,,,X,O,X,X",0.5
1342,X,X,,,O,X,,,O,"X,X,,,O,X,,,O",0.5
1343,,X,,X,O,,X,,O,",X,,X,O,,X,,O",0.5
1344,,,,X,X,O,,O,X,",,,X,X,O,,O,X",0.5
1345,O,,O,X,X,,,,X,"O,,O,X,X,,,,X",0.5
1346,,X,X,O,X,,O,,,",X,X,O,X,,O,,",0.5
1347,,,X,X,O,O,X,,,",,X,X,O,O,X,,",0.5
1348,,O,O,,X,X,,,X,",O,O,,X,X,,,X",0.5
1349,O,X,,X,,X,,O,,"O,X,,X,,X,,O,",0.5
1350,X,X,,O,X,,,,O,"X,X,,O,X,,,,O",0.5
1351,O,,,,,X,X,X,O,"O,,,,,X,X,X,O",0.5
1352,,,,X,X,O,X,,O,",,,X,X,O,X,,O",0.5
1353,,O,,,X,,X,X,O,",O,,,X,,X,X,O",0.5
1354,,O,X,X,,,O,X,,",O,X,X,,,O,X,",0.5
1355,O,O,,,X,,X,X,,"O,O,,,X,,X,X,",0.5
1356,X,O,X,,O,,,,X,"X,O,X,,O,,,,X",0.5
1357,O,,,X,O,,X,X,,"O,,,X,O,,X,X,",0.5
1358,X,,,O,X,X,,O,,"X,,,O,X,X,,O,",0.5
1359,,,,,X,X,X,O,O,",,,,X,X,X,O,O",0.5
1360,,O,X,,O,X,X,,,",O,X,,O,X,X,,",0.5
1361,,O,X,,O,,X,,X,",O,X,,O,,X,,X",0.5
1362,X,X,,O,X,O,,,,"X,X,,O,X,O,,,",0.5
1363,,,,X,O,,O,X,X,",,,X,O,,O,X,X",0.5
1364,X,,O,,,,X,X,O,"X,,O,,,,X,X,O",0.5
1365,,,O,,,O,X,X,X,",,O,,,O,X,X,X",1.0
1366,,,X,O,,X,,X,O,",,X,O,,X,,X,O",0.5
1367,O,X,,,O,X,,,X,"O,X,,,O,X,,,X",0.5
1368,X,,,O,,X,O,X,,"X,,,O,,X,O,X,",0.5
1369,,O,X,,,X,,O,X,",O,X,,,X,,O,X",1.0
1370,X,X,,,,X,,O,O,"X,X,,,,X,,O,O",0.5
1371,,O,,X,X,,O,X,,",O,,X,X,,O,X,",0.5
1372,,O,X,,X,,O,,X,",O,X,,X,,O,,X",0.5
1373,X,,X,,,X,O,O,,"X,,X,,,X,O,O,",0.5
1374,,,O,X,X,O,,,X,",,O,X,X,O,,,X",0.5
1375,,O,,,X,X,,O,X,",O,,,X,X,,O,X",0.5
1376,O,X,,,O,,,X,X,"O,X,,,O,,,X,X",0.5
1377,,,X,O,X,,,X,O,",,X,O,X,,,X,O",0.5
1378,,O,,X,X,,X,O,,",O,,X,X,,X,O,",0.5
1379,X,,,X,,O,,O,X,"X,,,X,,O,,O,X",0.5
1380,,,X,X,,O,X,,O,",,X,X,,O,X,,O",0.5
1381,,O,,O,X,X,,,X,",O,,O,X,X,,,X",0.5
1382,O,,X,O,,X,,,X,"O,,X,O,,X,,,X",1.0
1383,O,,,O,,X,X,X,,"O,,,O,,X,X,X,",0.5
1384,,,O,O,X,X,X,,,",,O,O,X,X,X,,",0.5
1385,O,X,,,X,,,O,X,"O,X,,,X,,,O,X",0.5
1386,X,X,,,X,,O,,O,"X,X,,,X,,O,,O",0.5
1387,O,X,,,,,X,O,X,"O,X,,,,,X,O,X",0.5
1388,X,,,,X,O,,O,X,"X,,,,X,O,,O,X",1.0
1389,,O,X,,,X,X,O,,",O,X,,,X,X,O,",0.5
1390,,,O,,X,X,X,O,,",,O,,X,X,X,O,",0.5
1391,,X,O,X,,,,X,O,",X,O,X,,,,X,O",0.5
1392,O,X,X,X,,O,,,,"O,X,X,X,,O,,,",0.5
1393,X,O,,O,,,X,,X,"X,O,,O,,,X,,X",0.5
1394,X,,,X,O,O,,X,,"X,,,X,O,O,,X,",0.5
1395,,,O,X,X,X,,O,,",,O,X,X,X,,O,",1.0
1396,X,,,,X,O,X,,O,"X,,,,X,O,X,,O",0.5
1397,X,O,,,O,,,X,X,"X,O,,,O,,,X,X",0.5
1398,X,O,X,,,,,O,X,"X,O,X,,,,,O,X",0.5
1399,X,O,,,,O,X,X,,"X,O,,,,O,X,X,",0.5
1400,O,X,,,X,O,X,,,"O,X,,,X,O,X,,",0.5
1401,O,,,,O,X,,X,X,"O,,,,O,X,,X,X",0.5
1402,X,O,O,,X,,,X,,"X,O,O,,X,,,X,",0.5
1403,O,X,X,O,,,X,,,"O,X,X,O,,,X,,",0.5
1404,X,X,,,O,X,O,,,"X,X,,,O,X,O,,",0.5
1405,,X,X,O,,O,,,X,",X,X,O,,O,,,X",0.5
1406,O,,X,,,O,,X,X,"O,,X,,,O,,X,X",0.5
1407,X,,X,O,X,,O,,,"X,,X,O,X,,O,,",0.5
1408,,,,X,O,,X,X,O,",,,X,O,,X,X,O",0.5
1409,,,,O,X,O,X,,X,",,,O,X,O,X,,X",0.5
1410,,X,X,,,X,O,,O,",X,X,,,X,O,,O",0.5
1411,,X,X,,,O,,X,O,",X,X,,,O,,X,O",0.5
1412,X,,,,O,O,,X,X,"X,,,,O,O,,X,X",0.5
1413,,,X,,,X,X,O,O,",,X,,,X,X,O,O",0.5
1414,X,,O,,O,X,X,,,"X,,O,,O,X,X,,",0.5
1415,X,,O,X,X,,,O,,"X,,O,X,X,,,O,",0.5
1416,O,,,O,X,,,X,X,"O,,,O,X,,,X,X",0.5
1417,,X,,O,,O,X,,X,",X,,O,,O,X,,X",0.5
1418,O,,X,X,,X,,,O,"O,,X,X,,X,,,O",0.5
1419,,,X,X,O,,X,,O,",,X,X,O,,X,,O",0.5
1420,,,X,O,X,,O,,X,",,X,O,X,,O,,X",0.5
1421,,,,O,O,X,X,,X,",,,O,O,X,X,,X",0.5
1422,X,,O,O,,X,,,X,"X,,O,O,,X,,,X",0.5
1423,,O,X,,X,X,O,,,",O,X,,X,X,O,,",0.5
1424,,,X,X,O,,,O,X,",,X,X,O,,,O,X",0.5
1425,O,,O,,X,,,X,X,"O,,O,,X,,,X,X",0.5
1426,,,,,X,O,X,O,X,",,,,X,O,X,O,X",0.5
1427,,,X,O,X,,X,O,,",,X,O,X,,X,O,",1.0
1428,,O,,X,X,O,X,,,",O,,X,X,O,X,,",0.5
1429,X,,,O,,O,X,,X,"X,,,O,,O,X,,X",0.5
1430,X,,,,,O,O,X,X,"X,,,,,O,O,X,X",0.5
1431,,X,,O,,X,O,,X,",X,,O,,X,O,,X",0.5
1432,O,X,,X,,O,X,,,"O,X,,X,,O,X,,",0.5
1433,X,,,,O,,X,O,X,"X,,,,O,,X,O,X",0.5
1434,,X,,X,O,,O,X,,",X,,X,O,,O,X,",0.5
1435,X,,,X,X,,,O,O,"X,,,X,X,,,O,O",0.5
1436,O,,O,X,,,,X,X,"O,,O,X,,,,X,X",0.5
1437,X,O,X,,O,,,X,,"X,O,X,,O,,,X,",0.5
1438,O,X,X,O,,X,,,,"O,X,X,O,,X,,,",0.5
1439,O,,O,X,X,,X,,,"O,,O,X,X,,X,,",0.5
1440,,O,X,O,,X,X,,,",O,X,O,,X,X,,",0.5
1441,X,,,,O,,X,X,O,"X,,,,O,,X,X,O",0.5
1442,,X,,O,X,X,O,,,",X,,O,X,X,O,,",0.5
1443,X,,O,X,,,O,,X,"X,,O,X,,,O,,X",0.5
1444,,X,,O,O,,,X,X,",X,,O,O,,,X,X",0.5
1445,X,,,O,X,,,O,X,"X,,,O,X,,,O,X",1.0
1446,,X,,X,,X,O,,O,",X,,X,,X,O,,O",0.5
1447,,,,O,O,X,,X,X,",,,O,O,X,,X,X",0.5
1448,,X,,X,,O,,X,O,",X,,X,,O,,X,O",0.5
1449,,O,X,,,,X,X,O,",O,X,,,,X,X,O",0.5
1450,,,O,,X,X,,X,O,",,O,,X,X,,X,O",0.5
1451,,X,X,O,,,X,O,,",X,X,O,,,X,O,",0.5
1452,,,X,O,,O,,X,X,",,X,O,,O,,X,X",0.5
1453,O,,,X,O,X,X,,,"O,,,X,O,X,X,,",0.5
1454,X,,,X,X,O,,,O,"X,,,X,X,O,,,O",0.5
1455,X,,,O,,,X,X,O,"X,,,O,,,X,X,O",0.5
1456,,X,O,,X,X,,O,,",X,O,,X,X,,O,",0.5
1457,X,X,O,X,,O,,,,"X,X,O,X,,O,,,",0.5
1458,O,,O,,X,,X,,X,"O,,O,,X,,X,,X",0.5
1459,X,X,,,O,,,O,X,"X,X,,,O,,,O,X",0.5
1460,,,X,O,,X,X,O,,",,X,O,,X,X,O,",0.5
1461,X,X,O,O,,,,,X,"X,X,O,O,,,,,X",0.5
1462,,,O,X,,O,X,X,,",,O,X,,O,X,X,",0.5
1463,,,X,O,X,O,,X,,",,X,O,X,O,,X,",0.5
1464,,,X,,X,X,O,O,,",,X,,X,X,O,O,",0.5
1465,,X,X,O,,,X,,O,",X,X,O,,,X,,O",0.5
1466,,X,X,O,,,,O,X,",X,X,O,,,,O,X",0.5
1467,O,,O,X,X,,,X,,"O,,O,X,X,,,X,",0.5
1468,,O,X,X,O,,,,X,",O,X,X,O,,,,X",0.5
1469,X,,,X,O,X,,,O,"X,,,X,O,X,,,O",0.5
1470,X,X,,,O,,,X,O,"X,X,,,O,,,X,O",0.5
1471,,O,O,X,X,,X,,,",O,O,X,X,,X,,",0.5
1472,X,O,,O,X,,,,X,"X,O,,O,X,,,,X",1.0
1473,O,X,,,,X,,O,X,"O,X,,,,X,,O,X",0.5
1474,,O,O,X,,,,X,X,",O,O,X,,,,X,X",0.5
1475,,,O,X,X,O,X,,,",,O,X,X,O,X,,",0.5
1476,,O,,,X,O,X,X,,",O,,,X,O,X,X,",0.5
1477,,,X,,X,X,O,,O,",,X,,X,X,O,,O",0.5
1478,X,,O,X,O,,,,X,"X,,O,X,O,,,,X",0.5
1479,,X,O,,X,,X,,O,",X,O,,X,,X,,O",0.5
1480,O,,,,X,X,X,,O,"O,,,,X,X,X,,O",0.5
1481,,,X,,X,O,O,,X,",,X,,X,O,O,,X",0.5
1482,O,O,X,,X,X,,,,"O,O,X,,X,X,,,",0.5
1483,,,X,X,,,X,O,O,",,X,X,,,X,O,O",0.5
1484,X,,O,,,X,,X,O,"X,,O,,,X,,X,O",0.5
1485,,O,,O,X,,,X,X,",O,,O,X,,,X,X",0.5
1486,,,O,X,,X,O,X,,",,O,X,,X,O,X,",0.5
1487,O,,,,X,X,,O,X,"O,,,,X,X,,O,X",0.5
1488,,X,O,,X,,,O,X,",X,O,,X,,,O,X",0.5
1489,O,O,,X,,X,,X,,"O,O,,X,,X,,X,",0.5
1490,X,O,,X,O,,,X,,"X,O,,X,O,,,X,",0.5
1491,O,X,O,,,X,X,,,"O,X,O,,,X,X,,",0.5
1492,O,X,X,,,,,X,O,"O,X,X,,,,,X,O",0.5
1493,,O,,,,X,O,X,X,",O,,,,X,O,X,X",0.5
1494,X,O,X,,,,O,X,,"X,O,X,,,,O,X,",0.5
1495,,O,O,,X,,,X,X,",O,O,,X,,,X,X",0.5
1496,X,O,X,O,X,,,,,"X,O,X,O,X,,,,",0.5
1497,X,,,O,X,X,,,O,"X,,,O,X,X,,,O",0.5
1498,,X,O,,,X,,O,X,",X,O,,,X,,O,X",0.5
1499,O,X,,X,,O,,X,,"O,X,,X,,O,,X,",0.5
1500,,,O,O,,,X,X,X,",,O,O,,,X,X,X",1.0
1501,O,O,X,,X,,,,X,"O,O,X,,X,,,,X",0.5
1502,O,O,,X,,,X,X,,"O,O,,X,,,X,X,",0.5
1503,,X,,O,X,,,X,O,",X,,O,X,,,X,O",1.0
1504,,X,O,O,X,,,X,,",X,O,O,X,,,X,",1.0
1505,X,X,,,,O,O,,X,"X,X,,,,O,O,,X",0.5
1506,,X,O,O,,,X,,X,",X,O,O,,,X,,X",0.5
1507,X,,,X,,,O,X,O,"X,,,X,,,O,X,O",0.5
1508,X,O,,,X,X,,,O,"X,O,,,X,X,,,O",0.5
1509,,X,O,,O,X,,X,,",X,O,,O,X,,X,",0.5
1510,,X,X,,O,X,O,,,",X,X,,O,X,O,,",0.5
1511,,O,,,X,O,X,,X,",O,,,X,O,X,,X",0.5
1512,,,X,O,,O,X,X,,",,X,O,,O,X,X,",0.5
1513,,,,O,,X,O,X,X,",,,O,,X,O,X,X",0.5
1514,X,X,O,,,,,X,O,"X,X,O,,,,,X,O",0.5
1515,,O,X,,,O,,X,X,",O,X,,,O,,X,X",0.5
1516,O,O,X,X,,,,,X,"O,O,X,X,,,,,X",0.5
1517,O,,X,,,,O,X,X,"O,,X,,,,O,X,X",0.5
1518,,,X,O,X,X,,O,,",,X,O,X,X,,O,",0.5
1519,,O,X,,O,,X,X,,",O,X,,O,,X,X,",0.5
1520,O,,,O,X,,X,,X,"O,,,O,X,,X,,X",0.5
1521,O,,,X,X,,,X,O,"O,,,X,X,,,X,O",0.5
1522,X,O,,X,,,O,X,,"X,O,,X,,,O,X,",0.5
1523,X,,X,O,X,O,,,,"X,,X,O,X,O,,,",0.5
1524,,,X,O,,X,O,X,,",,X,O,,X,O,X,",0.5
1525,X,,,O,,,O,X,X,"X,,,O,,,O,X,X",0.5
1526,X,,,,O,O,X,,X,"X,,,,O,O,X,,X",0.5
1527,X,,O,,X,X,O,,,"X,,O,,X,X,O,,",0.5
1528,O,,O,X,X,X,,,,"O,,O,X,X,X,,,",1.0
1529,X,,X,X,O,O,,,,"X,,X,X,O,O,,,",0.5
1530,O,,X,X,,O,,,X,"O,,X,X,,O,,,X",0.5
1531,X,,X,,O,,X,O,,"X,,X,,O,,X,O,",0.5
1532,X,,,,O,X,X,O,,"X,,,,O,X,X,O,",0.5
1533,X,X,,O,,O,,,X,"X,X,,O,,O,,,X",0.5
1534,,,X,X,,O,,O,X,",,X,X,,O,,O,X",0.5
1535,O,X,O,,X,,,,X,"O,X,O,,X,,,,X",0.5
1536,,O,X,,X,,X,O,,",O,X,,X,,X,O,",1.0
1537,,X,,O,,O,,X,X,",X,,O,,O,,X,X",0.5
1538,X,,X,O,,O,,,X,"X,,X,O,,O,,,X",0.5
1539,X,O,X,,,X,O,,,"X,O,X,,,X,O,,",0.5
1540,X,X,,X,,,,O,O,"X,X,,X,,,,O,O",0.5
1541,,O,,X,O,X,,,X,",O,,X,O,X,,,X",0.5
1542,,X,,O,X,,O,X,,",X,,O,X,,O,X,",1.0
1543,,X,X,,X,O,O,,,",X,X,,X,O,O,,",0.5
1544,,X,,O,O,X,X,,,",X,,O,O,X,X,,",0.5
1545,X,X,,O,O,,X,,,"X,X,,O,O,,X,,",0.5
1546,X,X,O,O,,,X,,,"X,X,O,O,,,X,,",0.5
1547,X,X,,O,,X,,O,,"X,X,,O,,X,,O,",0.5
1548,X,X,,X,O,,,O,,"X,X,,X,O,,,O,",0.5
1549,,,,X,O,X,,X,O,",,,X,O,X,,X,O",0.5
1550,O,X,,,X,,O,,X,"O,X,,,X,,O,,X",0.5
1551,X,O,X,X,,,,,O,"X,O,X,X,,,,,O",0.5
1552,X,,,,X,,O,X,O,"X,,,,X,,O,X,O",0.5
1553,,,X,,X,O,O,X,,",,X,,X,O,O,X,",0.5
1554,X,,O,,,,O,X,X,"X,,O,,,,O,X,X",0.5
1555,X,X,O,,,,O,,X,"X,X,O,,,,O,,X",0.5
1556,,O,,X,X,,,O,X,",O,,X,X,,,O,X",0.5
1557,,,,X,,O,X,O,X,",,,X,,O,X,O,X",0.5
1558,O,X,O,X,,,,X,,"O,X,O,X,,,,X,",0.5
1559,,O,,O,,,X,X,X,",O,,O,,,X,X,X",1.0
1560,,X,X,O,,O,,X,,",X,X,O,,O,,X,",0.5
1561,X,X,O,X,O,,,,,"X,X,O,X,O,,,,",0.5
1562,,,X,,X,X,,O,O,",,X,,X,X,,O,O",0.5
1563,,X,O,,,X,X,,O,",X,O,,,X,X,,O",0.5
1564,,,X,,O,,O,X,X,",,X,,O,,O,X,X",0.5
1565,,,,,O,X,O,X,X,",,,,O,X,O,X,X",0.5
1566,,X,O,,,O,X,,X,",X,O,,,O,X,,X",0.5
1567,O,,,X,X,X,O,,,"O,,,X,X,X,O,,",1.0
1568,X,,O,X,,O,,,X,"X,,O,X,,O,,,X",0.5
1569,,O,O,X,X,X,,,,",O,O,X,X,X,,,",1.0
1570,X,X,X,,,O,O,,,"X,X,X,,,O,O,,",1.0
1571,,,O,O,X,X,,X,,",,O,O,X,X,,X,",0.5
1572,,X,O,X,X,,,,O,",X,O,X,X,,,,O",0.5
1573,,X,,O,,,X,O,X,",X,,O,,,X,O,X",0.5
1574,X,X,,,X,,,O,O,"X,X,,,X,,,O,O",0.5
1575,,X,X,,O,O,,,X,",X,X,,O,O,,,X",0.5
1576,X,O,,,X,X,,O,,"X,O,,,X,X,,O,",0.5
1577,X,,X,X,,,O,,O,"X,,X,X,,,O,,O",0.5
1578,,X,X,,X,O,,,O,",X,X,,X,O,,,O",0.5
1579,,O,,O,X,X,X,,,",O,,O,X,X,X,,",0.5
1580,,,O,O,,X,X,X,,",,O,O,,X,X,X,",0.5
1581,O,X,X,,,,X,O,,"O,X,X,,,,X,O,",0.5
1582,,X,O,X,X,O,,,,",X,O,X,X,O,,,",0.5
1583,,X,,,X,O,O,,X,",X,,,X,O,O,,X",0.5
1584,O,,X,X,,X,O,,,"O,,X,X,,X,O,,",0.5
1585,O,X,,,O,,X,X,,"O,X,,,O,,X,X,",0.5
1586,X,,O,X,X,,,,O,"X,,O,X,X,,,,O",0.5
1587,,O,O,X,,,X,X,,",O,O,X,,,X,X,",0.5
1588,O,X,X,,X,,,,O,"O,X,X,,X,,,,O",0.5
1589,,,X,O,,O,X,,X,",,X,O,,O,X,,X",0.5
1590,,,X,,,O,O,X,X,",,X,,,O,O,X,X",0.5
1591,,,,,O,X,X,O,X,",,,,O,X,X,O,X",0.5
1592,,,X,,O,,X,O,X,",,X,,O,,X,O,X",0.5
1593,O,X,O,,,X,,X,,"O,X,O,,,X,,X,",0.5
1594,O,X,,,X,X,,O,,"O,X,,,X,X,,O,",0.5
1595,X,X,,,X,O,O,,,"X,X,,,X,O,O,,",0.5
1596,,,X,X,X,,,O,O,",,X,X,X,,,O,O",0.5
1597,,,O,,O,X,,X,X,",,O,,O,X,,X,X",0.5
1598,O,X,X,,O,,,X,,"O,X,X,,O,,,X,",0.5
1599,X,X,X,,,O,,,O,"X,X,X,,,O,,,O",1.0
1600,,X,,X,X,,,O,O,",X,,X,X,,,O,O",0.5
1601,O,X,X,,X,O,,,,"O,X,X,,X,O,,,",0.5
1602,,,,,O,X,X,X,O,",,,,O,X,X,X,O",0.5
1603,,,X,,O,,X,X,O,",,X,,O,,X,X,O",0.5
1604,,,O,X,,,X,X,O,",,O,X,,,X,X,O",0.5
1605,X,O,X,,,O,X,,,"X,O,X,,,O,X,,",0.5
1606,,,,O,X,O,,X,X,",,,O,X,O,,X,X",0.5
1607,X,O,X,O,,,,X,,"X,O,X,O,,,,X,",0.5
1608,X,,,,,O,X,X,O,"X,,,,,O,X,X,O",0.5
1609,,X,X,O,X,,,O,,",X,X,O,X,,,O,",0.5
1610,,X,X,X,,,,O,O,",X,X,X,,,,O,O",0.5
1611,,,X,X,X,O,,,O,",,X,X,X,O,,,O",0.5
1612,,,X,O,,,X,X,O,",,X,O,,,X,X,O",0.5
1613,,,O,O,X,,,X,X,",,O,O,X,,,X,X",0.5
1614,O,O,,X,X,,X,,,"O,O,,X,X,,X,,",0.5
1615,O,O,X,,,,,X,X,"O,O,X,,,,,X,X",0.5
1616,X,,,,,X,O,X,O,"X,,,,,X,O,X,O",0.5
1617,,X,,X,X,O,,,O,",X,,X,X,O,,,O",0.5
1618,,O,X,O,X,,,X,,",O,X,O,X,,,X,",0.5
1619,,X,X,O,X,,,,O,",X,X,O,X,,,,O",0.5
1620,,O,,X,X,O,,X,,",O,,X,X,O,,X,",0.5
1621,X,O,,,X,,O,,X,"X,O,,,X,,O,,X",1.0
1622,O,X,O,,X,,X,,,"O,X,O,,X,,X,,",0.5
1623,,X,O,,X,X,,,O,",X,O,,X,X,,,O",0.5
1624,X,,X,,O,O,X,,,"X,,X,,O,O,X,,",0.5
1625,X,X,X,,,O,,O,,"X,X,X,,,O,,O,",1.0
1626,X,X,O,,,X,,,O,"X,X,O,,,X,,,O",0.5
1627,,,,X,X,O,,X,O,",,,X,X,O,,X,O",0.5
1628,,X,,X,O,O,,X,,",X,,X,O,O,,X,",0.5
1629,X,O,,X,,O,,,X,"X,O,,X,,O,,,X",0.5
1630,,X,X,X,,O,O,,,",X,X,X,,O,O,,",0.5
1631,X,O,X,,O,,X,,,"X,O,X,,O,,X,,",0.5
1632,,X,X,O,,,O,X,,",X,X,O,,,O,X,",0.5
1633,X,X,,O,O,,,,X,"X,X,,O,O,,,,X",0.5
1634,,X,,O,O,X,,,X,",X,,O,O,X,,,X",0.5
1635,,X,,,O,X,,X,O,",X,,,O,X,,X,O",0.5
1636,X,,X,O,O,X,,,,"X,,X,O,O,X,,,",0.5
1637,O,,,,O,X,X,,X,"O,,,,O,X,X,,X",0.5
1638,O,X,X,,,,O,X,,"O,X,X,,,,O,X,",0.5
1639,O,,X,,,X,X,O,,"O,,X,,,X,X,O,",0.5
1640,,,X,O,X,X,,,O,",,X,O,X,X,,,O",0.5
1641,O,,,,X,X,O,,X,"O,,,,X,X,O,,X",0.5
1642,,X,O,,X,,O,,X,",X,O,,X,,O,,X",0.5
1643,,O,X,,X,X,,,O,",O,X,,X,X,,,O",0.5
1644,,,O,X,O,X,X,,,",,O,X,O,X,X,,",0.5
1645,O,,X,O,X,,,,X,"O,,X,O,X,,,,X",0.5
1646,,X,O,,X,O,X,,,",X,O,,X,O,X,,",0.5
1647,,,,X,O,X,X,,O,",,,X,O,X,X,,O",0.5
1648,,X,,,O,,X,O,X,",X,,,O,,X,O,X",0.5
1649,,O,X,,,X,,X,O,",O,X,,,X,,X,O",0.5
1650,O,,X,,,X,X,,O,"O,,X,,,X,X,,O",0.5
1651,O,X,,X,X,,,O,,"O,X,,X,X,,,O,",0.5
1652,X,,X,,X,O,O,,,"X,,X,,X,O,O,,",0.5
1653,,,,X,O,X,,O,X,",,,X,O,X,,O,X",0.5
1654,,X,,O,X,,O,,X,",X,,O,X,,O,,X",0.5
1655,,X,,,X,O,X,O,,",X,,,X,O,X,O,",0.5
1656,,,,O,X,X,O,X,,",,,O,X,X,O,X,",0.5
1657,,,X,X,,,O,X,O,",,X,X,,,O,X,O",0.5
1658,X,,,,X,,O,O,X,"X,,,,X,,O,O,X",1.0
1659,,O,O,X,X,,,X,,",O,O,X,X,,,X,",0.5
1660,O,,X,,X,,X,,O,"O,,X,,X,,X,,O",1.0
1661,X,O,,,X,O,,,X,"X,O,,,X,O,,,X",1.0
1662,,X,,,O,X,X,O,,",X,,,O,X,X,O,",0.5
