,0,1,2,3,4,5,6,7,8,board_str,value
4393,,X,X,X,O,,O,O,X,",X,X,X,O,,O,O,X",0.5
4394,O,X,X,X,O,O,,,X,"O,X,X,X,O,O,,,X",0.5
4395,O,,,X,O,X,X,O,X,"O,,,X,O,X,X,O,X",0.5
4396,X,,O,O,X,O,,X,X,"X,,O,O,X,O,,X,X",1.0
4397,O,,O,X,X,,X,X,O,"O,,O,X,X,,X,X,O",0.5
4398,O,X,X,O,,X,,X,O,"O,X,X,O,,X,,X,O",0.5
4399,O,X,X,,X,,O,X,O,"O,X,X,,X,,O,X,O",1.0
4400,X,,O,O,,O,X,X,X,"X,,O,O,,O,X,X,X",1.0
4401,X,O,X,O,X,X,,O,,"X,O,X,O,X,X,,O,",0.5
4402,O,,O,,X,X,X,X,O,"O,,O,,X,X,X,X,O",0.5
4403,X,,X,O,X,O,O,X,,"X,,X,O,X,O,O,X,",0.5
4404,X,O,O,X,O,X,,X,,"X,O,O,X,O,X,,X,",0.5
4405,X,O,O,,O,X,X,,X,"X,O,O,,O,X,X,,X",0.5
4406,O,X,X,,,O,X,O,X,"O,X,X,,,O,X,O,X",0.5
4407,O,X,X,X,X,,O,,O,"O,X,X,X,X,,O,,O",0.5
4408,X,X,X,,,O,X,O,O,"X,X,X,,,O,X,O,O",1.0
4409,O,,O,X,X,X,O,X,,"O,,O,X,X,X,O,X,",1.0
4410,X,X,,O,,X,X,O,O,"X,X,,O,,X,X,O,O",0.5
4411,O,X,X,X,O,X,O,,,"O,X,X,X,O,X,O,,",0.5
4412,X,X,X,O,,O,,O,X,"X,X,X,O,,O,,O,X",1.0
4413,X,,X,X,X,O,O,,O,"X,,X,X,X,O,O,,O",0.5
4414,O,X,X,,X,,O,O,X,"O,X,X,,X,,O,O,X",0.5
4415,O,O,,X,O,X,X,X,,"O,O,,X,O,X,X,X,",0.5
4416,X,,O,,X,O,O,X,X,"X,,O,,X,O,O,X,X",1.0
4417,X,,X,O,O,X,O,,X,"X,,X,O,O,X,O,,X",1.0
4418,O,,O,X,X,X,X,,O,"O,,O,X,X,X,X,,O",1.0
4419,O,O,X,O,X,X,,X,,"O,O,X,O,X,X,,X,",0.5
4420,,X,,O,X,X,X,O,O,",X,,O,X,X,X,O,O",0.5
4421,X,X,X,X,O,O,,,O,"X,X,X,X,O,O,,,O",1.0
4422,X,O,,X,O,O,X,X,,"X,O,,X,O,O,X,X,",1.0
4423,O,X,X,O,X,X,,,O,"O,X,X,O,X,X,,,O",0.5
4424,O,X,X,X,X,O,,O,,"O,X,X,X,X,O,,O,",0.5
4425,,X,O,X,X,X,O,,O,",X,O,X,X,X,O,,O",1.0
4426,X,O,,O,X,X,,O,X,"X,O,,O,X,X,,O,X",1.0
4427,,,X,O,X,O,O,X,X,",,X,O,X,O,O,X,X",0.5
4428,,O,,O,X,X,X,X,O,",O,,O,X,X,X,X,O",0.5
4429,O,O,X,O,X,,X,X,,"O,O,X,O,X,,X,X,",1.0
4430,X,,X,,X,O,O,X,O,"X,,X,,X,O,O,X,O",0.5
4431,X,X,O,,O,X,X,O,,"X,X,O,,O,X,X,O,",0.5
4432,X,,O,,O,X,X,X,O,"X,,O,,O,X,X,X,O",0.5
4433,,X,X,O,O,,O,X,X,",X,X,O,O,,O,X,X",0.5
4434,X,X,O,,X,,X,O,O,"X,X,O,,X,,X,O,O",0.5
4435,O,X,,X,X,X,,O,O,"O,X,,X,X,X,,O,O",1.0
4436,X,O,,X,O,X,,X,O,"X,O,,X,O,X,,X,O",0.5
4437,X,,X,O,,O,X,X,O,"X,,X,O,,O,X,X,O",0.5
4438,O,O,X,X,,X,X,,O,"O,O,X,X,,X,X,,O",0.5
4439,O,X,,O,X,O,,X,X,"O,X,,O,X,O,,X,X",1.0
4440,X,,,O,O,X,O,X,X,"X,,,O,O,X,O,X,X",0.5
4441,O,X,,O,X,,X,O,X,"O,X,,O,X,,X,O,X",0.5
4442,O,X,,X,,O,X,X,O,"O,X,,X,,O,X,X,O",0.5
4443,X,O,X,O,O,X,,,X,"X,O,X,O,O,X,,,X",1.0
4444,X,,O,,O,X,X,O,X,"X,,O,,O,X,X,O,X",0.5
4445,X,O,,O,X,X,O,X,,"X,O,,O,X,X,O,X,",0.5
4446,O,,X,O,X,O,,X,X,"O,,X,O,X,O,,X,X",0.5
4447,X,O,X,X,O,O,X,,,"X,O,X,X,O,O,X,,",1.0
4448,O,X,,X,X,,X,O,O,"O,X,,X,X,,X,O,O",0.5
4449,O,X,,X,O,,X,O,X,"O,X,,X,O,,X,O,X",0.5
4450,X,X,O,,X,O,,O,X,"X,X,O,,X,O,,O,X",1.0
4451,,X,O,X,O,X,,O,X,",X,O,X,O,X,,O,X",0.5
4452,O,O,X,X,,,O,X,X,"O,O,X,X,,,O,X,X",0.5
4453,X,X,,X,,O,X,O,O,"X,X,,X,,O,X,O,O",1.0
4454,O,O,,X,X,X,,X,O,"O,O,,X,X,X,,X,O",1.0
4455,X,X,O,O,O,X,X,,,"X,X,O,O,O,X,X,,",0.5
4456,,X,O,O,X,O,,X,X,",X,O,O,X,O,,X,X",1.0
4457,O,,X,,X,O,O,X,X,"O,,X,,X,O,O,X,X",0.5
4458,X,,X,O,X,,X,O,O,"X,,X,O,X,,X,O,O",1.0
4459,O,,O,X,,X,X,X,O,"O,,O,X,,X,X,X,O",0.5
4460,X,O,O,,X,O,,X,X,"X,O,O,,X,O,,X,X",1.0
4461,O,X,X,X,,X,O,,O,"O,X,X,X,,X,O,,O",0.5
4462,X,O,,X,X,X,O,O,,"X,O,,X,X,X,O,O,",1.0
4463,X,X,X,,O,O,O,X,,"X,X,X,,O,O,O,X,",1.0
4464,,X,O,X,O,,X,O,X,",X,O,X,O,,X,O,X",0.5
4465,O,O,,X,X,X,X,O,,"O,O,,X,X,X,X,O,",1.0
4466,O,O,,X,,X,X,O,X,"O,O,,X,,X,X,O,X",0.5
4467,O,X,O,X,,,X,X,O,"O,X,O,X,,,X,X,O",0.5
4468,X,O,,X,X,,O,O,X,"X,O,,X,X,,O,O,X",1.0
4469,O,O,X,X,X,X,,,O,"O,O,X,X,X,X,,,O",1.0
4470,X,O,X,X,O,X,O,,,"X,O,X,X,O,X,O,,",0.5
4471,O,,X,,O,X,O,X,X,"O,,X,,O,X,O,X,X",1.0
4472,O,O,X,O,,X,X,,X,"O,O,X,O,,X,X,,X",1.0
4473,X,,X,X,O,X,,O,O,"X,,X,X,O,X,,O,O",0.5
4474,O,,X,,O,X,X,O,X,"O,,X,,O,X,X,O,X",1.0
4475,X,X,O,O,,O,X,,X,"X,X,O,O,,O,X,,X",0.5
4476,,X,X,X,,O,X,O,O,",X,X,X,,O,X,O,O",0.5
4477,,X,,O,X,O,X,X,O,",X,,O,X,O,X,X,O",1.0
4478,O,,X,X,O,X,O,X,,"O,,X,X,O,X,O,X,",0.5
4479,O,X,X,O,X,,X,,O,"O,X,X,O,X,,X,,O",1.0
4480,X,O,O,X,X,,O,X,,"X,O,O,X,X,,O,X,",0.5
4481,X,X,,X,X,O,O,O,,"X,X,,X,X,O,O,O,",0.5
4482,X,O,O,O,X,X,,X,,"X,O,O,O,X,X,,X,",0.5
4483,,X,X,X,O,O,X,,O,",X,X,X,O,O,X,,O",0.5
4484,,X,O,,O,O,X,X,X,",X,O,,O,O,X,X,X",1.0
4485,X,O,,X,O,X,O,,X,"X,O,,X,O,X,O,,X",0.5
4486,X,X,O,O,X,,,O,X,"X,X,O,O,X,,,O,X",1.0
4487,X,O,X,O,X,O,X,,,"X,O,X,O,X,O,X,,",1.0
4488,X,,X,O,X,O,,X,O,"X,,X,O,X,O,,X,O",0.5
4489,X,X,,X,O,O,O,X,,"X,X,,X,O,O,O,X,",0.5
4490,O,O,X,O,,,X,X,X,"O,O,X,O,,,X,X,X",1.0
4491,X,X,,X,,O,O,X,O,"X,X,,X,,O,O,X,O",0.5
4492,,O,X,O,X,,X,X,O,",O,X,O,X,,X,X,O",1.0
4493,,O,X,O,O,X,,X,X,",O,X,O,O,X,,X,X",1.0
4494,O,O,,X,X,O,,X,X,"O,O,,X,X,O,,X,X",0.5
4495,O,O,,O,,X,X,X,X,"O,O,,O,,X,X,X,X",1.0
4496,,X,,O,X,X,O,O,X,",X,,O,X,X,O,O,X",0.5
4497,,O,O,O,,X,X,X,X,",O,O,O,,X,X,X,X",1.0
4498,O,X,O,,X,O,X,X,,"O,X,O,,X,O,X,X,",1.0
4499,X,O,X,,,X,O,X,O,"X,O,X,,,X,O,X,O",0.5
4500,X,O,,O,,X,O,X,X,"X,O,,O,,X,O,X,X",0.5
4501,X,X,X,,O,,X,O,O,"X,X,X,,O,,X,O,O",1.0
4502,X,O,X,O,X,O,,,X,"X,O,X,O,X,O,,,X",1.0
4503,O,O,,X,X,X,O,,X,"O,O,,X,X,X,O,,X",1.0
4504,X,X,X,O,X,,,O,O,"X,X,X,O,X,,,O,O",1.0
4505,O,O,,X,,O,X,X,X,"O,O,,X,,O,X,X,X",1.0
4506,X,O,X,O,O,X,,X,,"X,O,X,O,O,X,,X,",0.5
4507,O,O,,X,O,,X,X,X,"O,O,,X,O,,X,X,X",1.0
4508,O,X,X,,O,,O,X,X,"O,X,X,,O,,O,X,X",0.5
4509,X,O,X,O,O,,,X,X,"X,O,X,O,O,,,X,X",0.5
4510,O,X,O,,X,X,O,X,,"O,X,O,,X,X,O,X,",1.0
4511,X,O,X,O,,X,X,O,,"X,O,X,O,,X,X,O,",0.5
4512,X,O,O,X,O,X,,,X,"X,O,O,X,O,X,,,X",0.5
4513,O,X,O,X,X,X,O,,,"O,X,O,X,X,X,O,,",1.0
4514,X,,,X,O,X,O,X,O,"X,,,X,O,X,O,X,O",0.5
4515,X,O,X,O,X,X,O,,,"X,O,X,O,X,X,O,,",0.5
4516,,X,O,O,X,X,O,,X,",X,O,O,X,X,O,,X",0.5
4517,X,O,O,X,X,X,,O,,"X,O,O,X,X,X,,O,",1.0
4518,X,,X,O,O,X,O,X,,"X,,X,O,O,X,O,X,",0.5
4519,O,,O,,X,X,X,O,X,"O,,O,,X,X,X,O,X",0.5
4520,X,X,X,O,X,,O,O,,"X,X,X,O,X,,O,O,",1.0
4521,X,X,,,X,O,O,O,X,"X,X,,,X,O,O,O,X",1.0
4522,X,X,X,,O,O,O,,X,"X,X,X,,O,O,O,,X",1.0
4523,X,,X,O,X,X,,O,O,"X,,X,O,X,X,,O,O",0.5
4524,X,O,,X,X,O,X,O,,"X,O,,X,X,O,X,O,",1.0
4525,X,X,O,O,X,X,O,,,"X,X,O,O,X,X,O,,",0.5
4526,X,O,,O,O,X,,X,X,"X,O,,O,O,X,,X,X",0.5
4527,,,X,O,X,X,O,O,X,",,X,O,X,X,O,O,X",1.0
4528,X,X,O,,X,X,O,,O,"X,X,O,,X,X,O,,O",0.5
4529,,O,O,X,X,,X,X,O,",O,O,X,X,,X,X,O",0.5
4530,X,O,O,O,,,X,X,X,"X,O,O,O,,,X,X,X",1.0
4531,X,X,,X,O,,X,O,O,"X,X,,X,O,,X,O,O",1.0
4532,,X,X,O,X,,O,X,O,",X,X,O,X,,O,X,O",1.0
4533,,O,X,,X,X,O,O,X,",O,X,,X,X,O,O,X",1.0
4534,O,O,X,O,,X,X,X,,"O,O,X,O,,X,X,X,",0.5
4535,,X,O,X,O,X,,X,O,",X,O,X,O,X,,X,O",0.5
4536,,,O,X,O,O,X,X,X,",,O,X,O,O,X,X,X",1.0
4537,X,O,,,O,O,X,X,X,"X,O,,,O,O,X,X,X",1.0
4538,,O,X,X,O,,X,X,O,",O,X,X,O,,X,X,O",0.5
4539,O,X,O,,X,,O,X,X,"O,X,O,,X,,O,X,X",1.0
4540,X,O,O,X,,X,,X,O,"X,O,O,X,,X,,X,O",0.5
4541,X,,O,X,X,,X,O,O,"X,,O,X,X,,X,O,O",1.0
4542,O,,X,X,O,X,O,,X,"O,,X,X,O,X,O,,X",1.0
4543,X,O,X,X,,,O,X,O,"X,O,X,X,,,O,X,O",0.5
4544,X,,,O,O,X,X,O,X,"X,,,O,O,X,X,O,X",0.5
4545,X,O,,X,O,,O,X,X,"X,O,,X,O,,O,X,X",0.5
4546,O,O,,X,,X,O,X,X,"O,O,,X,,X,O,X,X",0.5
4547,,,O,X,X,X,X,O,O,",,O,X,X,X,X,O,O",1.0
4548,O,X,,O,X,X,,X,O,"O,X,,O,X,X,,X,O",1.0
4549,X,,X,,O,O,O,X,X,"X,,X,,O,O,O,X,X",0.5
4550,O,O,X,X,X,,X,,O,"O,O,X,X,X,,X,,O",1.0
4551,,O,X,,X,O,O,X,X,",O,X,,X,O,O,X,X",0.5
4552,,X,O,X,O,,X,X,O,",X,O,X,O,,X,X,O",0.5
4553,X,O,O,X,,X,,O,X,"X,O,O,X,,X,,O,X",0.5
4554,X,,X,X,O,O,X,,O,"X,,X,X,O,O,X,,O",1.0
4555,O,O,,X,,X,X,X,O,"O,O,,X,,X,X,X,O",0.5
4556,X,O,,X,O,,X,X,O,"X,O,,X,O,,X,X,O",1.0
4557,,X,O,X,X,O,X,O,,",X,O,X,X,O,X,O,",0.5
4558,O,X,X,,X,O,,O,X,"O,X,X,,X,O,,O,X",0.5
4559,X,X,O,,O,,X,X,O,"X,X,O,,O,,X,X,O",0.5
4560,X,,X,O,O,X,,O,X,"X,,X,O,O,X,,O,X",1.0
4561,X,O,X,O,X,,X,O,,"X,O,X,O,X,,X,O,",1.0
4562,X,,,O,X,O,O,X,X,"X,,,O,X,O,O,X,X",1.0
4563,X,O,X,,X,O,X,O,,"X,O,X,,X,O,X,O,",1.0
4564,X,O,O,X,,X,O,,X,"X,O,O,X,,X,O,,X",0.5
4565,X,O,X,O,,O,,X,X,"X,O,X,O,,O,,X,X",0.5
4566,X,O,O,O,,X,X,X,,"X,O,O,O,,X,X,X,",0.5
4567,O,O,X,X,O,X,X,,,"O,O,X,X,O,X,X,,",0.5
4568,X,,O,X,,O,X,O,X,"X,,O,X,,O,X,O,X",1.0
4569,O,O,,O,X,X,X,,X,"O,O,,O,X,X,X,,X",0.5
4570,O,,O,X,X,O,X,X,,"O,,O,X,X,O,X,X,",0.5
4571,O,X,O,X,,O,,X,X,"O,X,O,X,,O,,X,X",0.5
4572,,O,,X,X,X,X,O,O,",O,,X,X,X,X,O,O",1.0
4573,O,,O,X,X,X,,O,X,"O,,O,X,X,X,,O,X",1.0
4574,O,,,X,X,O,X,X,O,"O,,,X,X,O,X,X,O",0.5
4575,O,,,O,X,X,X,X,O,"O,,,O,X,X,X,X,O",0.5
4576,X,O,X,X,O,,,X,O,"X,O,X,X,O,,,X,O",0.5
4577,X,,O,X,,X,X,O,O,"X,,O,X,,X,X,O,O",1.0
4578,X,X,O,O,,O,X,X,,"X,X,O,O,,O,X,X,",0.5
4579,X,X,X,X,,O,O,O,,"X,X,X,X,,O,O,O,",1.0
4580,O,X,,O,,X,X,X,O,"O,X,,O,,X,X,X,O",0.5
4581,O,X,,X,O,X,O,X,,"O,X,,X,O,X,O,X,",0.5
4582,X,O,O,,O,X,,X,X,"X,O,O,,O,X,,X,X",0.5
4583,,X,X,X,X,O,O,O,,",X,X,X,X,O,O,O,",0.5
4584,,X,,X,O,X,X,O,O,",X,,X,O,X,X,O,O",0.5
4585,,X,O,X,,X,O,O,X,",X,O,X,,X,O,O,X",0.5
4586,X,O,O,,X,,X,X,O,"X,O,O,,X,,X,X,O",0.5
4587,X,X,O,,,X,X,O,O,"X,X,O,,,X,X,O,O",0.5
4588,,O,X,,X,O,X,X,O,",O,X,,X,O,X,X,O",1.0
4589,X,O,,X,X,O,O,X,,"X,O,,X,X,O,O,X,",0.5
4590,,X,O,O,O,X,X,X,,",X,O,O,O,X,X,X,",0.5
4591,O,X,,X,X,O,O,X,,"O,X,,X,X,O,O,X,",1.0
4592,X,X,X,,O,O,,O,X,"X,X,X,,O,O,,O,X",1.0
4593,X,O,,X,,O,X,X,O,"X,O,,X,,O,X,X,O",1.0
4594,,X,O,O,X,X,O,X,,",X,O,O,X,X,O,X,",1.0
4595,,O,O,X,,X,X,X,O,",O,O,X,,X,X,X,O",0.5
4596,X,O,X,O,X,,X,,O,"X,O,X,O,X,,X,,O",1.0
4597,X,O,,X,X,O,X,,O,"X,O,,X,X,O,X,,O",1.0
4598,X,O,O,,X,,X,O,X,"X,O,O,,X,,X,O,X",1.0
4599,X,O,,X,,O,O,X,X,"X,O,,X,,O,O,X,X",0.5
4600,X,X,X,O,X,O,,O,,"X,X,X,O,X,O,,O,",1.0
4601,X,O,O,,X,X,X,,O,"X,O,O,,X,X,X,,O",0.5
4602,,X,X,X,O,X,O,,O,",X,X,X,O,X,O,,O",0.5
4603,,X,X,X,X,O,O,,O,",X,X,X,X,O,O,,O",0.5
4604,X,X,X,X,,O,O,,O,"X,X,X,X,,O,O,,O",1.0
4605,X,X,,O,O,X,,O,X,"X,X,,O,O,X,,O,X",0.5
4606,X,X,X,,O,O,X,O,,"X,X,X,,O,O,X,O,",1.0
4607,,X,O,X,X,O,O,X,,",X,O,X,X,O,O,X,",1.0
4608,O,X,X,,X,X,,O,O,"O,X,X,,X,X,,O,O",0.5
4609,X,O,O,,X,O,X,,X,"X,O,O,,X,O,X,,X",1.0
4610,,X,O,X,X,,O,O,X,",X,O,X,X,,O,O,X",0.5
4611,,X,X,O,O,,X,O,X,",X,X,O,O,,X,O,X",0.5
4612,X,X,,X,O,X,O,,O,"X,X,,X,O,X,O,,O",0.5
4613,O,X,X,,,O,X,X,O,"O,X,X,,,O,X,X,O",0.5
4614,X,,O,O,O,X,,X,X,"X,,O,O,O,X,,X,X",0.5
4615,X,X,O,O,X,O,X,,,"X,X,O,O,X,O,X,,",0.5
4616,O,X,X,,X,,X,O,O,"O,X,X,,X,,X,O,O",1.0
4617,O,X,O,X,,X,X,O,,"O,X,O,X,,X,X,O,",0.5
4618,,O,,O,X,X,O,X,X,",O,,O,X,X,O,X,X",0.5
4619,O,X,,O,O,,X,X,X,"O,X,,O,O,,X,X,X",1.0
4620,,X,X,O,,X,O,X,O,",X,X,O,,X,O,X,O",0.5
4621,X,O,X,O,,X,,O,X,"X,O,X,O,,X,,O,X",1.0
4622,,X,X,,O,X,X,O,O,",X,X,,O,X,X,O,O",0.5
4623,,X,,X,O,X,O,X,O,",X,,X,O,X,O,X,O",0.5
4624,O,X,O,,X,X,O,,X,"O,X,O,,X,X,O,,X",0.5
4625,X,X,X,,O,,O,O,X,"X,X,X,,O,,O,O,X",1.0
4626,O,O,X,X,O,,X,,X,"O,O,X,X,O,,X,,X",0.5
4627,O,X,X,X,,X,,O,O,"O,X,X,X,,X,,O,O",0.5
4628,X,O,,X,X,,X,O,O,"X,O,,X,X,,X,O,O",1.0
4629,O,X,X,X,O,,O,X,,"O,X,X,X,O,,O,X,",0.5
4630,X,O,X,,,O,X,X,O,"X,O,X,,,O,X,X,O",0.5
4631,O,O,,X,X,X,X,,O,"O,O,,X,X,X,X,,O",1.0
4632,X,O,,X,X,X,O,,O,"X,O,,X,X,X,O,,O",1.0
4633,O,X,O,,O,,X,X,X,"O,X,O,,O,,X,X,X",1.0
4634,,X,X,O,,X,O,O,X,",X,X,O,,X,O,O,X",1.0
4635,X,X,,O,,O,O,X,X,"X,X,,O,,O,O,X,X",0.5
4636,X,O,O,X,,X,X,O,,"X,O,O,X,,X,X,O,",1.0
4637,X,O,X,,X,O,X,,O,"X,O,X,,X,O,X,,O",1.0
4638,X,X,,,X,O,O,X,O,"X,X,,,X,O,O,X,O",1.0
4639,,X,,X,X,O,O,O,X,",X,,X,X,O,O,O,X",0.5
4640,X,,X,O,X,,O,X,O,"X,,X,O,X,,O,X,O",0.5
4641,O,X,,O,X,O,X,X,,"O,X,,O,X,O,X,X,",1.0
4642,O,X,O,O,X,X,,,X,"O,X,O,O,X,X,,,X",0.5
4643,O,O,X,,X,X,,O,X,"O,O,X,,X,X,,O,X",1.0
4644,O,,,X,X,X,O,O,X,"O,,,X,X,X,O,O,X",1.0
4645,O,X,,,X,X,X,O,O,"O,X,,,X,X,X,O,O",0.5
4646,,O,X,,X,X,O,X,O,",O,X,,X,X,O,X,O",0.5
4647,,O,X,O,O,X,X,X,,",O,X,O,O,X,X,X,",0.5
4648,X,X,O,X,,,O,X,O,"X,X,O,X,,,O,X,O",0.5
4649,X,X,,X,O,O,X,O,,"X,X,,X,O,O,X,O,",1.0
4650,,X,X,,O,O,X,X,O,",X,X,,O,O,X,X,O",0.5
4651,O,X,O,O,X,,X,,X,"O,X,O,O,X,,X,,X",0.5
4652,,,X,X,O,O,X,X,O,",,X,X,O,O,X,X,O",0.5
4653,X,X,,X,O,,O,X,O,"X,X,,X,O,,O,X,O",0.5
4654,X,X,,,O,O,O,X,X,"X,X,,,O,O,O,X,X",0.5
4655,X,,,O,O,X,X,X,O,"X,,,O,O,X,X,X,O",0.5
4656,X,X,O,X,,,O,O,X,"X,X,O,X,,,O,O,X",0.5
4657,,X,X,,O,O,X,O,X,",X,X,,O,O,X,O,X",0.5
4658,O,X,O,,X,O,,X,X,"O,X,O,,X,O,,X,X",1.0
4659,O,X,O,X,X,O,,,X,"O,X,O,X,X,O,,,X",0.5
4660,,X,X,,O,X,O,X,O,",X,X,,O,X,O,X,O",0.5
4661,,,X,O,X,O,X,X,O,",,X,O,X,O,X,X,O",1.0
4662,,O,X,O,O,,X,X,X,",O,X,O,O,,X,X,X",1.0
4663,O,,X,X,X,O,X,,O,"O,,X,X,X,O,X,,O",1.0
4664,X,,X,O,O,X,,X,O,"X,,X,O,O,X,,X,O",0.5
4665,X,O,X,,X,X,O,,O,"X,O,X,,X,X,O,,O",0.5
4666,X,,X,X,O,O,,X,O,"X,,X,X,O,O,,X,O",0.5
4667,O,X,X,X,,O,X,O,,"O,X,X,X,,O,X,O,",0.5
4668,X,O,,,X,O,X,X,O,"X,O,,,X,O,X,X,O",0.5
4669,,O,X,X,X,O,,X,O,",O,X,X,X,O,,X,O",0.5
4670,,X,X,O,X,O,X,,O,",X,X,O,X,O,X,,O",1.0
4671,O,X,O,X,O,,X,,X,"O,X,O,X,O,,X,,X",0.5
4672,O,X,O,X,,O,X,,X,"O,X,O,X,,O,X,,X",0.5
4673,X,,X,O,X,O,X,,O,"X,,X,O,X,O,X,,O",1.0
4674,,O,X,X,X,,O,O,X,",O,X,X,X,,O,O,X",0.5
4675,X,,O,,X,X,O,O,X,"X,,O,,X,X,O,O,X",1.0
4676,X,O,,X,X,,O,X,O,"X,O,,X,X,,O,X,O",0.5
4677,X,O,O,,,X,X,X,O,"X,O,O,,,X,X,X,O",0.5
4678,O,X,O,O,,X,,X,X,"O,X,O,O,,X,,X,X",0.5
4679,O,X,O,X,X,,X,O,,"O,X,O,X,X,,X,O,",0.5
4680,O,X,X,X,,X,O,O,,"O,X,X,X,,X,O,O,",0.5
4681,,X,O,X,X,O,O,,X,",X,O,X,X,O,O,,X",0.5
4682,,X,O,O,X,X,X,O,,",X,O,O,X,X,X,O,",0.5
4683,,X,X,O,X,,X,O,O,",X,X,O,X,,X,O,O",1.0
4684,X,O,O,,O,,X,X,X,"X,O,O,,O,,X,X,X",1.0
4685,O,O,X,X,X,,O,X,,"O,O,X,X,X,,O,X,",0.5
4686,,O,O,X,O,X,X,,X,",O,O,X,O,X,X,,X",0.5
4687,,O,,X,X,X,O,O,X,",O,,X,X,X,O,O,X",1.0
4688,X,,O,O,X,X,O,X,,"X,,O,O,X,X,O,X,",0.5
4689,X,X,O,X,X,,O,,O,"X,X,O,X,X,,O,,O",0.5
4690,X,X,X,X,O,O,O,,,"X,X,X,X,O,O,O,,",1.0
4691,X,X,O,,X,O,O,,X,"X,X,O,,X,O,O,,X",1.0
4692,O,O,,X,X,,X,O,X,"O,O,,X,X,,X,O,X",0.5
4693,X,,,X,O,O,X,O,X,"X,,,X,O,O,X,O,X",1.0
4694,O,O,X,X,O,,X,X,,"O,O,X,X,O,,X,X,",0.5
4695,O,X,O,O,X,X,X,,,"O,X,O,O,X,X,X,,",0.5
4696,O,,X,O,,X,X,X,O,"O,,X,O,,X,X,X,O",0.5
4697,O,X,,X,X,O,,X,O,"O,X,,X,X,O,,X,O",1.0
4698,,X,X,O,X,O,,O,X,",X,X,O,X,O,,O,X",0.5
4699,X,X,O,X,,X,O,,O,"X,X,O,X,,X,O,,O",0.5
4700,X,X,,O,X,O,O,,X,"X,X,,O,X,O,O,,X",1.0
4701,O,X,X,X,X,O,O,,,"O,X,X,X,X,O,O,,",0.5
4702,X,X,O,O,X,X,,,O,"X,X,O,O,X,X,,,O",0.5
4703,O,X,,O,,X,X,O,X,"O,X,,O,,X,X,O,X",0.5
4704,,O,O,X,X,,O,X,X,",O,O,X,X,,O,X,X",0.5
4705,O,X,O,X,,X,,X,O,"O,X,O,X,,X,,X,O",0.5
4706,X,O,X,O,,,X,X,O,"X,O,X,O,,,X,X,O",0.5
4707,O,O,X,,O,X,X,X,,"O,O,X,,O,X,X,X,",0.5
4708,,O,X,,X,O,X,O,X,",O,X,,X,O,X,O,X",1.0
4709,O,O,X,O,X,X,,,X,"O,O,X,O,X,X,,,X",1.0
4710,X,,X,,O,X,O,O,X,"X,,X,,O,X,O,O,X",1.0
4711,,O,X,O,,X,O,X,X,",O,X,O,,X,O,X,X",1.0
4712,,O,O,X,O,,X,X,X,",O,O,X,O,,X,X,X",1.0
4713,,O,X,X,O,X,X,,O,",O,X,X,O,X,X,,O",0.5
4714,O,X,,,X,O,X,O,X,"O,X,,,X,O,X,O,X",0.5
4715,X,O,O,,X,X,,X,O,"X,O,O,,X,X,,X,O",0.5
4716,X,X,O,,O,O,,X,X,"X,X,O,,O,O,,X,X",0.5
4717,O,X,,O,O,X,X,X,,"O,X,,O,O,X,X,X,",0.5
4718,O,O,,X,X,,O,X,X,"O,O,,X,X,,O,X,X",0.5
4719,,X,O,O,X,X,,X,O,",X,O,O,X,X,,X,O",1.0
4720,O,X,O,X,,,O,X,X,"O,X,O,X,,,O,X,X",0.5
4721,O,X,X,O,X,O,,X,,"O,X,X,O,X,O,,X,",1.0
4722,X,,,X,X,O,O,O,X,"X,,,X,X,O,O,O,X",1.0
4723,O,O,,X,X,O,X,X,,"O,O,,X,X,O,X,X,",0.5
4724,X,X,O,O,,X,,O,X,"X,X,O,O,,X,,O,X",0.5
4725,X,X,X,O,,O,X,,O,"X,X,X,O,,O,X,,O",1.0
4726,X,O,O,X,X,O,,X,,"X,O,O,X,X,O,,X,",0.5
4727,X,O,,,X,X,X,O,O,"X,O,,,X,X,X,O,O",0.5
4728,X,O,O,O,,X,,X,X,"X,O,O,O,,X,,X,X",0.5
4729,,O,,X,X,O,X,X,O,",O,,X,X,O,X,X,O",0.5
4730,O,,O,,X,O,X,X,X,"O,,O,,X,O,X,X,X",1.0
4731,X,O,O,,X,X,O,,X,"X,O,O,,X,X,O,,X",1.0
4732,O,X,O,,,X,X,X,O,"O,X,O,,,X,X,X,O",0.5
4733,O,O,X,,X,X,,X,O,"O,O,X,,X,X,,X,O",0.5
4734,X,X,,O,X,X,O,O,,"X,X,,O,X,X,O,O,",0.5
4735,O,,X,O,O,X,X,,X,"O,,X,O,O,X,X,,X",1.0
4736,X,O,,X,O,X,O,X,,"X,O,,X,O,X,O,X,",0.5
4737,,O,X,O,X,O,X,,X,",O,X,O,X,O,X,,X",1.0
4738,X,X,O,O,,,X,O,X,"X,X,O,O,,,X,O,X",0.5
4739,O,,X,O,X,X,,X,O,"O,,X,O,X,X,,X,O",0.5
4740,O,O,,O,X,,X,X,X,"O,O,,O,X,,X,X,X",1.0
4741,O,O,,X,O,X,X,,X,"O,O,,X,O,X,X,,X",0.5
4742,O,,O,,O,X,X,X,X,"O,,O,,O,X,X,X,X",1.0
4743,O,,,X,X,X,O,X,O,"O,,,X,X,X,O,X,O",1.0
